code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,module_presentation_length,average_score,min_score,max_score,assessments_submitted,average_submission_date,average_assessment_weight,assessment_type_diversity,total_resource_clicks,average_resource_clicks,first_used,last_used,resources_used,interaction_duration,days_registered
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,False,-96.0,268,73.5,69.0,78.0,2.0,39.5,15.0,1.0,941.0,3.904564315352697,-8.0,80.0,36.0,88.0,182.0
AAA,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,False,-141.0,268,74.5,74.0,75.0,2.0,35.5,15.0,1.0,184.0,3.1186440677966103,-9.0,53.0,19.0,62.0,227.0
AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,False,-132.0,268,84.5,84.0,85.0,2.0,39.0,15.0,1.0,2552.0,3.135135135135135,-10.0,86.0,61.0,96.0,218.0
AAA,2013J,292923,F,South East Region,A Level or Equivalent,90-100%,35-55,0,180,False,-162.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0
AAA,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,False,-27.0,268,55.0,55.0,55.0,1.0,54.0,20.0,1.0,32.0,1.391304347826087,-1.0,54.0,11.0,55.0,113.0
AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,False,-80.0,268,77.0,72.0,82.0,2.0,33.0,15.0,1.0,897.0,5.1257142857142854,-7.0,86.0,45.0,93.0,166.0
AAA,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,False,-145.0,268,57.0,53.0,61.0,2.0,35.5,15.0,1.0,389.0,3.7766990291262137,0.0,86.0,28.0,86.0,231.0
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,False,-17.0,268,45.0,38.0,52.0,2.0,35.5,15.0,1.0,473.0,2.672316384180791,-8.0,86.0,35.0,94.0,103.0
AAA,2013J,296332,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,False,-115.0,268,93.0,91.0,95.0,2.0,35.0,15.0,1.0,1109.0,4.400793650793651,-10.0,86.0,61.0,96.0,201.0
AAA,2013J,298696,F,South East Region,HE Qualification,80-90%,0-35,0,60,False,-32.0,268,73.5,70.0,77.0,2.0,43.5,15.0,1.0,321.0,2.9722222222222223,-10.0,72.0,27.0,82.0,118.0
AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,False,-59.0,268,81.0,80.0,82.0,2.0,34.0,15.0,1.0,889.0,3.4591439688715955,-10.0,85.0,35.0,95.0,145.0
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,False,-83.0,268,58.5,58.0,59.0,2.0,38.5,15.0,1.0,366.0,3.210526315789474,-10.0,85.0,29.0,95.0,169.0
AAA,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,False,-18.0,268,64.0,64.0,64.0,1.0,19.0,10.0,1.0,127.0,3.735294117647059,-8.0,53.0,13.0,61.0,104.0
AAA,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,True,-66.0,268,75.5,75.0,76.0,2.0,36.5,15.0,1.0,749.0,3.8608247422680413,-5.0,77.0,52.0,82.0,152.0
AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0-35,0,120,False,-54.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.6153846153846154,-10.0,-5.0,13.0,5.0,140.0
AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,False,-107.0,268,59.5,46.0,73.0,2.0,36.0,15.0,1.0,492.0,3.3698630136986303,1.0,85.0,35.0,84.0,193.0
AAA,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,False,-58.0,268,79.5,78.0,81.0,2.0,30.0,15.0,1.0,603.0,3.840764331210191,-10.0,74.0,38.0,84.0,144.0
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,60,False,-123.0,268,72.5,72.0,73.0,2.0,33.0,15.0,1.0,1866.0,2.9808306709265175,-10.0,85.0,60.0,95.0,209.0
AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,False,-31.0,268,79.0,76.0,82.0,2.0,36.5,15.0,1.0,436.0,2.5057471264367814,-9.0,84.0,35.0,93.0,117.0
AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,False,-107.0,268,49.5,47.0,52.0,2.0,36.5,15.0,1.0,813.0,3.8714285714285714,-10.0,85.0,50.0,95.0,193.0
AAA,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,False,-121.0,268,50.5,46.0,55.0,2.0,34.5,15.0,1.0,1142.0,3.6838709677419357,-5.0,86.0,56.0,91.0,207.0
AAA,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,False,-79.0,268,89.0,88.0,90.0,2.0,36.5,15.0,1.0,6739.0,8.402743142144638,-10.0,86.0,70.0,96.0,165.0
AAA,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,False,-59.0,268,71.5,54.0,89.0,2.0,35.5,15.0,1.0,191.0,2.984375,-10.0,81.0,21.0,91.0,145.0
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,False,-100.0,268,66.5,63.0,70.0,2.0,34.5,15.0,1.0,761.0,2.850187265917603,-10.0,86.0,43.0,96.0,186.0
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,False,-47.0,268,76.0,75.0,77.0,2.0,40.0,15.0,1.0,1804.0,3.2622061482820977,-10.0,86.0,49.0,96.0,133.0
AAA,2013J,321942,M,South Region,HE Qualification,90-100%,55<=,0,60,False,-67.0,268,81.0,80.0,82.0,2.0,35.0,15.0,1.0,4968.0,5.3476856835306785,-10.0,86.0,65.0,96.0,153.0
AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,False,-32.0,268,77.0,69.0,85.0,2.0,36.0,15.0,1.0,979.0,3.4350877192982456,-9.0,84.0,42.0,93.0,118.0
AAA,2013J,324084,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,False,-165.0,268,46.5,35.0,58.0,2.0,37.5,15.0,1.0,778.0,4.322222222222222,-10.0,86.0,39.0,96.0,251.0
AAA,2013J,324282,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,False,-32.0,268,48.0,38.0,58.0,2.0,35.5,15.0,1.0,76.0,2.054054054054054,-10.0,71.0,16.0,81.0,118.0
AAA,2013J,331358,F,South Region,HE Qualification,90-100%,35-55,0,60,False,-67.0,268,84.0,84.0,84.0,1.0,18.0,10.0,1.0,2376.0,4.50853889943074,-10.0,52.0,109.0,62.0,153.0
AAA,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,False,-64.0,268,73.0,69.0,77.0,2.0,36.0,15.0,1.0,708.0,4.214285714285714,-6.0,86.0,39.0,92.0,150.0
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,False,-103.0,268,71.0,70.0,72.0,2.0,36.5,15.0,1.0,76.0,2.111111111111111,-8.0,53.0,12.0,61.0,189.0
AAA,2013J,333323,M,Scotland,HE Qualification,80-90%,0-35,0,60,False,-53.0,268,77.5,77.0,78.0,2.0,36.5,15.0,1.0,258.0,3.2658227848101267,-10.0,66.0,23.0,76.0,139.0
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,False,-32.0,268,57.0,57.0,57.0,1.0,19.0,10.0,1.0,273.0,2.967391304347826,-7.0,71.0,25.0,78.0,118.0
AAA,2013J,334333,F,South West Region,A Level or Equivalent,0-10%,0-35,0,240,True,-192.0,268,36.0,36.0,36.0,1.0,18.0,10.0,1.0,303.0,3.03,-10.0,63.0,23.0,73.0,278.0
AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,False,-196.0,268,86.5,86.0,87.0,2.0,39.0,15.0,1.0,1730.0,3.6268343815513626,-10.0,85.0,41.0,95.0,282.0
AAA,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,False,-110.0,268,69.0,67.0,71.0,2.0,34.0,15.0,1.0,790.0,4.01015228426396,-10.0,85.0,41.0,95.0,196.0
AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,False,-57.0,268,56.0,44.0,68.0,2.0,34.0,15.0,1.0,130.0,2.6530612244897958,-3.0,74.0,16.0,77.0,143.0
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,False,48.0,268,64.0,64.0,64.0,1.0,58.0,10.0,1.0,48.0,1.8461538461538463,49.0,73.0,10.0,24.0,38.0
AAA,2013J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,False,-71.0,268,75.0,75.0,75.0,1.0,20.0,10.0,1.0,880.0,3.8596491228070176,-10.0,51.0,37.0,61.0,157.0
AAA,2013J,342514,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,False,-81.0,268,71.0,68.0,74.0,2.0,31.5,15.0,1.0,974.0,4.328888888888889,-10.0,75.0,45.0,85.0,167.0
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,False,-60.0,268,59.5,57.0,62.0,2.0,36.0,15.0,1.0,506.0,2.842696629213483,-10.0,85.0,42.0,95.0,146.0
AAA,2013J,343446,M,Ireland,HE Qualification,70-80%,35-55,0,120,False,-49.0,268,75.5,74.0,77.0,2.0,39.0,15.0,1.0,1976.0,3.6323529411764706,-10.0,83.0,68.0,93.0,135.0
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,False,-12.0,268,57.0,53.0,61.0,2.0,35.5,15.0,1.0,38.0,1.4074074074074074,1.0,67.0,10.0,66.0,98.0
AAA,2013J,345068,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,True,-37.0,268,72.5,70.0,75.0,2.0,40.0,15.0,1.0,182.0,2.935483870967742,-4.0,61.0,22.0,65.0,123.0
AAA,2013J,345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,False,-18.0,268,72.5,70.0,75.0,2.0,34.5,15.0,1.0,931.0,3.3131672597864767,-6.0,86.0,39.0,92.0,104.0
AAA,2013J,346025,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,False,-75.0,268,80.0,75.0,85.0,2.0,35.5,15.0,1.0,282.0,2.238095238095238,-9.0,82.0,20.0,91.0,161.0
AAA,2013J,346843,F,Scotland,HE Qualification,50-60%,35-55,0,120,False,-44.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,4.1,9.0,44.0,17.0,35.0,130.0
AAA,2013J,350188,M,North Western Region,HE Qualification,80-90%,35-55,0,60,False,-49.0,268,75.0,75.0,75.0,2.0,36.5,15.0,1.0,315.0,2.3161764705882355,-10.0,85.0,31.0,95.0,135.0
AAA,2013J,354858,M,South Region,HE Qualification,90-100%,35-55,0,120,False,-32.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,4.304347826086956,-9.0,1.0,23.0,10.0,118.0
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,False,-38.0,268,56.0,49.0,63.0,2.0,36.5,15.0,1.0,89.0,1.934782608695652,1.0,78.0,14.0,77.0,124.0
AAA,2013J,364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,False,-129.0,268,64.5,64.0,65.0,2.0,34.0,15.0,1.0,378.0,3.4363636363636365,-9.0,72.0,30.0,81.0,215.0
AAA,2013J,365244,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,False,-38.0,268,58.5,53.0,64.0,2.0,36.5,15.0,1.0,506.0,2.649214659685864,-9.0,60.0,37.0,69.0,124.0
AAA,2013J,365642,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,False,-52.0,268,65.5,63.0,68.0,2.0,34.0,15.0,1.0,1029.0,3.2460567823343847,-10.0,84.0,49.0,94.0,138.0
AAA,2013J,366483,M,South West Region,HE Qualification,40-50%,0-35,0,60,False,-4.0,268,79.0,70.0,88.0,2.0,35.0,15.0,1.0,643.0,3.456989247311828,-3.0,86.0,37.0,89.0,90.0
AAA,2013J,368194,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,True,-123.0,268,51.5,49.0,54.0,2.0,44.0,15.0,1.0,201.0,2.9558823529411766,-9.0,73.0,22.0,82.0,209.0
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,120,False,-60.0,268,64.5,61.0,68.0,2.0,35.5,15.0,1.0,108.0,3.176470588235294,-3.0,69.0,12.0,72.0,146.0
AAA,2013J,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,False,-19.0,268,58.5,58.0,59.0,2.0,36.5,15.0,1.0,496.0,3.3741496598639458,-10.0,83.0,48.0,93.0,105.0
AAA,2013J,376439,M,North Region,HE Qualification,20-30%,0-35,0,60,False,-87.0,268,81.5,77.0,86.0,2.0,36.5,15.0,1.0,1171.0,3.4441176470588237,-10.0,80.0,37.0,90.0,173.0
AAA,2013J,376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,False,-64.0,268,73.0,60.0,86.0,2.0,39.5,15.0,1.0,805.0,4.735294117647059,2.0,86.0,32.0,84.0,150.0
AAA,2013J,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,False,-155.0,268,65.5,58.0,73.0,2.0,35.0,15.0,1.0,543.0,3.6442953020134228,-10.0,59.0,26.0,69.0,241.0
AAA,2013J,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,False,-61.0,268,71.5,69.0,74.0,2.0,34.5,15.0,1.0,279.0,1.885135135135135,-7.0,75.0,27.0,82.0,147.0
AAA,2013J,386924,M,Ireland,Lower Than A Level,20-30%,0-35,0,120,False,-192.0,268,62.0,59.0,65.0,2.0,39.5,15.0,1.0,69.0,1.6046511627906976,2.0,85.0,14.0,83.0,278.0
AAA,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,False,-38.0,268,65.0,63.0,67.0,2.0,38.0,15.0,1.0,550.0,3.0054644808743167,-10.0,85.0,37.0,95.0,124.0
AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,False,-179.0,268,59.5,54.0,65.0,2.0,37.0,15.0,1.0,387.0,3.1983471074380163,-10.0,76.0,30.0,86.0,265.0
AAA,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,False,-185.0,268,63.0,51.0,75.0,2.0,36.5,15.0,1.0,401.0,3.7476635514018692,-10.0,67.0,34.0,77.0,271.0
AAA,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,False,-31.0,268,77.5,75.0,80.0,2.0,38.0,15.0,1.0,415.0,2.748344370860927,-9.0,69.0,26.0,78.0,117.0
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,False,-58.0,268,39.0,25.0,53.0,2.0,36.5,15.0,1.0,208.0,2.4186046511627906,-9.0,74.0,33.0,83.0,144.0
AAA,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,False,-54.0,268,64.0,63.0,65.0,2.0,41.5,15.0,1.0,793.0,3.2235772357723578,-10.0,86.0,40.0,96.0,140.0
AAA,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,False,-38.0,268,71.0,68.0,74.0,2.0,35.5,15.0,1.0,360.0,3.75,-10.0,67.0,30.0,77.0,124.0
AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,False,-23.0,268,62.5,62.0,63.0,2.0,36.5,15.0,1.0,438.0,3.8421052631578947,-10.0,54.0,30.0,64.0,109.0
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,False,-57.0,268,51.5,49.0,54.0,2.0,35.5,15.0,1.0,626.0,3.536723163841808,-8.0,86.0,50.0,94.0,143.0
AAA,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,False,-53.0,268,58.5,55.0,62.0,2.0,36.5,15.0,1.0,631.0,3.123762376237624,-10.0,86.0,37.0,96.0,139.0
AAA,2013J,402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,False,-130.0,268,77.0,74.0,80.0,2.0,34.5,15.0,1.0,1035.0,4.6,-9.0,78.0,40.0,87.0,216.0
AAA,2013J,404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,False,-129.0,268,48.5,45.0,52.0,2.0,34.0,15.0,1.0,437.0,3.7033898305084745,-10.0,59.0,35.0,69.0,215.0
AAA,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,False,-67.0,268,78.5,72.0,85.0,2.0,36.5,15.0,1.0,516.0,2.9318181818181817,-10.0,76.0,31.0,86.0,153.0
AAA,2013J,405961,M,Scotland,A Level or Equivalent,90-100%,0-35,0,240,True,-170.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0
AAA,2013J,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,False,-73.0,268,76.5,72.0,81.0,2.0,36.0,15.0,1.0,341.0,2.5833333333333335,-10.0,83.0,32.0,93.0,159.0
AAA,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,False,-60.0,268,59.5,52.0,67.0,2.0,40.0,15.0,1.0,1146.0,4.815126050420168,-10.0,68.0,47.0,78.0,146.0
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,True,-15.0,268,78.0,76.0,80.0,2.0,37.5,15.0,1.0,241.0,2.707865168539326,0.0,67.0,33.0,67.0,101.0
AAA,2013J,429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,False,-58.0,268,57.5,56.0,59.0,2.0,36.5,15.0,1.0,123.0,2.510204081632653,2.0,54.0,19.0,52.0,144.0
AAA,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,False,-52.0,268,57.0,54.0,60.0,2.0,35.5,15.0,1.0,273.0,2.73,-10.0,60.0,26.0,70.0,138.0
AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,False,-53.0,268,69.0,64.0,74.0,2.0,36.5,15.0,1.0,221.0,2.5697674418604652,-8.0,59.0,27.0,67.0,139.0
AAA,2013J,442442,M,South West Region,HE Qualification,80-90%,0-35,0,120,False,-32.0,268,40.5,39.0,42.0,2.0,36.5,15.0,1.0,898.0,3.7107438016528924,-10.0,86.0,48.0,96.0,118.0
AAA,2013J,444677,M,London Region,HE Qualification,30-40%,0-35,0,60,False,-38.0,268,90.0,89.0,91.0,2.0,36.5,15.0,1.0,614.0,2.7410714285714284,-8.0,86.0,45.0,94.0,124.0
AAA,2013J,470588,M,South East Region,HE Qualification,90-100%,35-55,0,60,False,-43.0,268,86.0,86.0,86.0,1.0,19.0,10.0,1.0,400.0,4.938271604938271,-10.0,63.0,24.0,73.0,129.0
AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,False,-120.0,268,71.0,68.0,74.0,2.0,33.0,15.0,1.0,1170.0,4.624505928853755,-10.0,79.0,44.0,89.0,206.0
AAA,2013J,494424,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,False,-38.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.761904761904762,-7.0,18.0,14.0,25.0,124.0
AAA,2013J,495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,False,-29.0,268,66.0,59.0,73.0,2.0,35.5,15.0,1.0,547.0,4.558333333333334,0.0,86.0,30.0,86.0,115.0
AAA,2013J,498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,False,-16.0,268,72.5,68.0,77.0,2.0,36.5,15.0,1.0,543.0,2.873015873015873,-3.0,84.0,38.0,87.0,102.0
AAA,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,False,-156.0,268,75.5,73.0,78.0,2.0,36.5,15.0,1.0,733.0,4.363095238095238,-9.0,75.0,25.0,84.0,242.0
AAA,2013J,512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,False,-32.0,268,68.5,59.0,78.0,2.0,35.0,15.0,1.0,282.0,2.238095238095238,-10.0,85.0,31.0,95.0,118.0
AAA,2013J,544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,False,-127.0,268,81.0,80.0,82.0,2.0,35.5,15.0,1.0,1400.0,4.011461318051576,-10.0,78.0,48.0,88.0,213.0
AAA,2013J,550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,False,-51.0,268,59.0,41.0,77.0,2.0,36.5,15.0,1.0,654.0,4.219354838709678,-10.0,73.0,33.0,83.0,137.0
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,False,-43.0,268,58.5,53.0,64.0,2.0,35.5,15.0,1.0,91.0,3.7916666666666665,-7.0,77.0,15.0,84.0,129.0
AAA,2013J,568601,F,Scotland,HE Qualification,30-40%,0-35,0,60,False,-30.0,268,81.5,78.0,85.0,2.0,39.5,15.0,1.0,371.0,5.621212121212121,10.0,60.0,24.0,50.0,116.0
AAA,2013J,572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,False,-158.0,268,72.0,71.0,73.0,2.0,36.5,15.0,1.0,273.0,4.265625,-9.0,73.0,21.0,82.0,244.0
AAA,2013J,580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,False,-22.0,268,75.0,75.0,75.0,2.0,36.5,15.0,1.0,842.0,4.982248520710059,-4.0,73.0,40.0,77.0,108.0
AAA,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,False,-38.0,268,15.0,15.0,15.0,1.0,54.0,20.0,1.0,105.0,3.3870967741935485,9.0,59.0,14.0,50.0,124.0
AAA,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,False,-17.0,268,83.0,81.0,85.0,2.0,35.0,15.0,1.0,2605.0,4.522569444444445,-10.0,86.0,47.0,96.0,103.0
AAA,2013J,591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,False,-46.0,268,81.5,75.0,88.0,2.0,36.5,15.0,1.0,371.0,3.254385964912281,-6.0,49.0,33.0,55.0,132.0
AAA,2013J,603861,M,North Region,HE Qualification,20-30%,55<=,0,60,False,-38.0,268,58.5,56.0,61.0,2.0,39.0,15.0,1.0,417.0,3.5338983050847457,-10.0,75.0,29.0,85.0,124.0
AAA,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,False,-43.0,268,66.0,54.0,78.0,2.0,36.5,15.0,1.0,384.0,3.226890756302521,-4.0,76.0,28.0,80.0,129.0
AAA,2013J,704156,M,South Region,HE Qualification,90-100%,55<=,0,120,False,-29.0,268,67.5,67.0,68.0,2.0,37.0,15.0,1.0,1402.0,4.028735632183908,-10.0,83.0,67.0,93.0,115.0
AAA,2013J,705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,False,-57.0,268,82.0,81.0,83.0,2.0,36.0,15.0,1.0,1736.0,4.203389830508475,-10.0,86.0,61.0,96.0,143.0
AAA,2013J,721259,F,South Region,Lower Than A Level,50-60%,55<=,0,120,False,-73.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,4.3546099290780145,-10.0,20.0,43.0,30.0,159.0
AAA,2013J,749412,M,South Region,Lower Than A Level,70-80%,55<=,0,60,False,-138.0,268,72.0,61.0,83.0,2.0,33.5,15.0,1.0,2087.0,3.8223443223443225,-10.0,86.0,55.0,96.0,224.0
AAA,2013J,760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,False,-67.0,268,80.0,80.0,80.0,2.0,35.0,15.0,1.0,3388.0,4.529411764705882,-10.0,86.0,62.0,96.0,153.0
AAA,2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,False,-91.0,268,68.5,64.0,73.0,2.0,35.0,15.0,1.0,1310.0,4.198717948717949,-8.0,85.0,46.0,93.0,177.0
AAA,2013J,949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,False,-59.0,268,63.0,63.0,63.0,2.0,35.5,15.0,1.0,657.0,2.6707317073170733,-10.0,85.0,57.0,95.0,145.0
AAA,2013J,958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,False,-67.0,268,78.0,78.0,78.0,2.0,36.0,15.0,1.0,377.0,3.0403225806451615,-10.0,85.0,27.0,95.0,153.0
AAA,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,False,-170.0,268,69.5,62.0,77.0,2.0,40.5,15.0,1.0,321.0,3.489130434782609,-10.0,58.0,29.0,68.0,256.0
AAA,2013J,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,False,-42.0,268,72.0,62.0,82.0,2.0,35.5,15.0,1.0,1343.0,2.900647948164147,-9.0,85.0,39.0,94.0,128.0
AAA,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,False,-62.0,268,72.0,68.0,76.0,2.0,36.0,15.0,1.0,1251.0,3.8492307692307692,-10.0,84.0,48.0,94.0,148.0
AAA,2013J,978739,M,South Region,HE Qualification,90-100%,35-55,0,60,False,-108.0,268,58.5,58.0,59.0,2.0,36.0,15.0,1.0,3200.0,5.6537102473498235,-10.0,86.0,63.0,96.0,194.0
AAA,2013J,1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,False,-87.0,268,69.0,65.0,73.0,2.0,36.5,15.0,1.0,768.0,3.475113122171946,-10.0,86.0,45.0,96.0,173.0
AAA,2013J,1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,False,-144.0,268,87.5,85.0,90.0,2.0,36.5,15.0,1.0,1072.0,3.696551724137931,-10.0,78.0,44.0,88.0,230.0
AAA,2013J,1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,False,-63.0,268,65.5,65.0,66.0,2.0,41.5,15.0,1.0,540.0,3.857142857142857,-10.0,75.0,33.0,85.0,149.0
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,False,-35.0,268,35.0,25.0,45.0,2.0,43.5,15.0,1.0,221.0,2.9078947368421053,-10.0,77.0,24.0,87.0,121.0
AAA,2013J,1402638,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,False,-195.0,268,72.5,68.0,77.0,2.0,45.5,15.0,1.0,535.0,3.566666666666667,-10.0,83.0,36.0,93.0,281.0
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,False,-169.0,268,58.0,58.0,58.0,1.0,50.0,10.0,1.0,1188.0,4.991596638655462,-9.0,85.0,60.0,94.0,255.0
AAA,2013J,1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,False,-87.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,3.3840579710144927,-10.0,24.0,36.0,34.0,173.0
AAA,2013J,1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,False,-38.0,268,80.5,76.0,85.0,2.0,36.5,15.0,1.0,1420.0,3.5768261964735517,-9.0,86.0,67.0,95.0,124.0
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,True,20.0,268,57.5,54.0,61.0,2.0,41.5,15.0,1.0,354.0,4.0227272727272725,21.0,59.0,30.0,38.0,66.0
